experiment,model,layer,source,target,direction,auc_mj,auc_mj_ci_high,auc_mj_ci_low,auc_mj_p,bootstrap_unit,cb_delta_auc,cb_delta_auc_ci_high,cb_delta_auc_ci_low,cb_delta_auc_p,cb_meta_mj_auc,cb_meta_mj_auc_ci_high,cb_meta_mj_auc_ci_low,cb_meta_mj_auc_p,cb_sample_size,cb_truth_gt_auc,cb_truth_gt_auc_ci_high,cb_truth_gt_auc_ci_low,cb_truth_gt_auc_p,n_B,n_C,n_boot_valid,question_clusters,sample_size
Exp1,olmo3_7b_it,23,math,movies,math->movies,0.9607855846512834,0.9794934508534223,0.9383460919315282,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,23,movies,math,movies->math,0.7738861816916116,0.827846956964604,0.7253500043077453,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,23,math,math,math->math,0.9048033414549251,0.9367794811310174,0.8690187287271722,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,23,movies,movies,movies->movies,0.8386699507389163,0.8886541227931782,0.7865416636635915,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,23,math,movies,math->movies,,,,,target_question,0.862004148301789,0.911287491162834,0.803579712163631,0.0,0.9677858439201452,0.9833018738209977,0.9471168063962995,0.0,249,0.10578169561835624,0.15057483735873897,0.06669368346526226,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,23,movies,math,movies->math,,,,,target_question,0.41881308736512357,0.5173241380512276,0.3048960195193198,0.0,0.8243560737904629,0.8698927474516223,0.7708073904294542,0.0,325,0.40554298642533937,0.4711020942206422,0.3451342331392075,0.998,104,221,1000,318,
Exp1,olmo3_7b_it,24,math,movies,math->movies,0.9591651542649727,0.9793557868633825,0.9344779810319185,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,24,movies,math,movies->math,0.7581796032022277,0.8150301585046883,0.7018997711367131,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,24,math,math,math->math,0.9035415941524538,0.9346057912844037,0.8661174372488428,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,24,movies,movies,movies->movies,0.8358179932590096,0.8862037050482126,0.7805953926022063,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,24,math,movies,math->movies,,,,,target_question,0.8599299974073114,0.910437626026315,0.8059499672988881,0.0,0.9668784029038112,0.9831567107860211,0.9468751275652334,0.0,249,0.10694840549649987,0.1490504508795305,0.06754856063126094,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,24,movies,math,movies->math,,,,,target_question,0.37956839540549947,0.48095660095129095,0.2749573115931504,0.0,0.8122171945701357,0.8587861086097688,0.76202332123831,0.0,325,0.4326487991646363,0.4939204157877339,0.3737174010200326,0.981,104,221,1000,318,
Exp1,olmo3_7b_it,25,math,movies,math->movies,0.9544334975369458,0.9754374689453993,0.9271454269816931,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,25,movies,math,movies->math,0.7484336930038288,0.8043919649092118,0.6927997998829009,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,25,math,math,math->math,0.8959276018099548,0.9287340283667047,0.8556637137883224,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,25,movies,movies,movies->movies,0.8422348975887995,0.8907066248619006,0.7849611044795687,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,25,math,movies,math->movies,,,,,target_question,0.8570780399274047,0.9090889132187522,0.7975742577419176,0.0,0.9641560798548094,0.982309616178243,0.943458697865438,0.0,249,0.10707803992740472,0.1478286834265095,0.06858324919114933,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,25,movies,math,movies->math,,,,,target_question,0.36912634876435785,0.476768458790538,0.25845707652869043,0.0,0.7957274625826662,0.8469578522198353,0.7452728569545147,0.0,325,0.4266011138183084,0.4931280423829667,0.3644946126102172,0.982,104,221,1000,318,
Exp1,olmo3_7b_it,26,math,movies,math->movies,0.9565076484314234,0.9772661102044516,0.9330057956605945,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,26,movies,math,movies->math,0.7603985381134702,0.8111153571795784,0.7043116529532283,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,26,math,math,math->math,0.8956230421162548,0.9290222340159301,0.859094896573003,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,26,movies,movies,movies->movies,0.8411330049261084,0.8895519679814192,0.7830685840937639,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,26,math,movies,math->movies,,,,,target_question,0.866152450090744,0.9171154660073064,0.8050424054117138,0.0,0.9646098003629764,0.9817268354279775,0.943715853930804,0.0,249,0.0984573502722323,0.14318794851729133,0.06053453030701597,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,26,movies,math,movies->math,,,,,target_question,0.3830925861468848,0.49457378239393157,0.27728747753182853,0.0,0.8041681169509224,0.8535597563264518,0.7511474002147376,0.0,325,0.4210755308040376,0.48216603895344834,0.3535541621633077,0.994,104,221,1000,318,
Exp1,olmo3_7b_it,27,math,movies,math->movies,0.9519056261343013,0.9750539485473005,0.9270091693831876,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,27,movies,math,movies->math,0.7732770623042117,0.8224917653122037,0.7184548018892679,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,27,math,math,math->math,0.9007135398538113,0.9309537444272428,0.8654546235858284,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,27,movies,movies,movies->movies,0.8421052631578947,0.8910951935545299,0.7855461876832845,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,27,math,movies,math->movies,,,,,target_question,0.862911589318123,0.9158644374266973,0.7994138166269474,0.0,0.9592299714804252,0.9785739641151414,0.9357534872211739,0.0,249,0.0963183821623023,0.14032969966629588,0.060154856574277916,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,27,movies,math,movies->math,,,,,target_question,0.42851548903585107,0.5314944585092376,0.32272405975593293,0.0,0.8153498085624783,0.8620431764930253,0.7677690093826394,0.0,325,0.3868343195266272,0.44680448197067624,0.3267710606480637,0.999,104,221,1000,318,
Exp1,olmo3_7b_it,28,math,movies,math->movies,0.9485999481462276,0.9717837432703242,0.9223516576920154,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,28,movies,math,movies->math,0.7719718064740689,0.8192298995097641,0.7135138424559033,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,28,math,math,math->math,0.9032370344587539,0.9337089565703364,0.8682641565401524,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,28,movies,movies,movies->movies,0.842753435312419,0.8920275984174562,0.7903180763756763,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,28,math,movies,math->movies,,,,,target_question,0.8574021260046668,0.9147443018915178,0.7985528924553315,0.0,0.9557298418459943,0.9771896213436775,0.9329681452149179,0.0,249,0.09832771584132746,0.139964147299358,0.058486201692723436,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,28,movies,math,movies->math,,,,,target_question,0.42864601461886526,0.5281895189005569,0.32025261354788764,0.0,0.8120866689871215,0.8577784441744222,0.7606790834613415,0.0,325,0.3834406543682562,0.44666165308683786,0.3233187191712116,1.0,104,221,1000,318,
Exp1,olmo3_7b_it,29,math,movies,math->movies,0.9438682914182007,0.9707711044601289,0.9146584263689527,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,29,movies,math,movies->math,0.7464758092586147,0.7980528279262266,0.6862138810791989,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,29,math,math,math->math,0.9049338670379394,0.9362871206159084,0.8721101512079983,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,29,movies,movies,movies->movies,0.8375032408607727,0.8891028195154562,0.7831119657759406,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,29,math,movies,math->movies,,,,,target_question,0.8446331345605393,0.9039022969115982,0.7734779564899247,0.0,0.9511926367643246,0.9744210827048525,0.9215944049467566,0.0,249,0.10655950220378532,0.15321544663964876,0.06701730178915685,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,29,movies,math,movies->math,,,,,target_question,0.36834319526627224,0.4765744914036065,0.2581852937019999,0.0,0.7973807866341803,0.8461217006620944,0.743455963560872,0.0,325,0.4290375913679081,0.49542267752627805,0.36401258737990116,0.985,104,221,1000,318,
Exp1,olmo3_7b_it,30,math,movies,math->movies,0.9441923774954628,0.9698501097069558,0.9141586287799792,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,30,movies,math,movies->math,0.6803863557257223,0.7416709744119927,0.6217138017711688,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,30,math,math,math->math,0.9041507135398538,0.9340937091349946,0.8727987565759928,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,30,movies,movies,movies->movies,0.8365309826289863,0.8894038526263218,0.7760827037236914,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,30,math,movies,math->movies,,,,,target_question,0.8340679284417942,0.8962436031718702,0.7651797718988373,0.0,0.9539797770287789,0.9776759890539608,0.9269252369211927,0.0,249,0.1199118485869847,0.1677441991197143,0.07693141298328836,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,30,movies,math,movies->math,,,,,target_question,0.244343891402715,0.35800494896152935,0.1288628949669168,0.0,0.7255046989209886,0.7807219390163315,0.6653441665182728,0.0,325,0.48116080751827356,0.5453439034115837,0.41380387325280565,0.722,104,221,1000,318,
Exp1,olmo3_7b_it,31,math,movies,math->movies,0.941016333938294,0.9687549538532848,0.9105139465560854,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp1,olmo3_7b_it,31,movies,math,movies->math,0.5274103724329968,0.5941159956805688,0.459359477124183,0.202,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,31,math,math,math->math,0.9087191089453532,0.9393394086937205,0.875041271068914,0.0,target_question,,,,,,,,,,,,,,104,221,1000,318,325
Exp1,olmo3_7b_it,31,movies,movies,movies->movies,0.8191599688877366,0.872289657703013,0.7566355697910407,0.0,target_question,,,,,,,,,,,,,,133,116,1000,249,249
Exp2B,olmo3_7b_it,31,math,movies,math->movies,,,,,target_question,0.7809178117708063,0.8384674791449427,0.7196258365993369,0.0,0.9076354679802956,0.9405707318999147,0.8718411565238207,0.0,249,0.12671765620948924,0.17322117995348646,0.08380699939213772,1.0,133,116,1000,249,
Exp2B,olmo3_7b_it,31,movies,math,movies->math,,,,,target_question,-0.05551688130873644,0.059023786949426976,-0.17834619841757265,0.825,0.582057083188305,0.6463784102484984,0.5177942163074323,0.011,325,0.6375739644970414,0.6997850898127377,0.5778283836845781,0.0,104,221,1000,318,
